id,name,nric,dob,address,phone,email,employment,income,referral_source,area_of_law,status,notes
1403,Suresh Kumar,T3061326F,1985-02-02,Blk 416 Woodlands Dr 50 #12-291,84022663,suresh.kumar@example.com,Student,4200,Walk-in,Unassigned,Closed,"Immigration question - out of scope, note for records."
1404,Li Ying Ong,T2187595J,1993-02-20,Blk 601 Tampines St 41 #12-085,82414557,li.ong@example.com,Student,,,Employment,Closed,"Injured at work, no MC paid. Small firm, no HR."
1405,Jia Hao Lee,S3734883B,17-Dec-55,Blk 170 Toa Payoh Lor 1 #18-038,88129291,jia.lee@example.com,Retired,"$1,800",,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1406,Hui Ling Lim,S8357475B,1970-08-21,Blk 498 Ang Mo Kio Ave 3 #10-043,84922785,hui.lim@example.com,Self-employed,4200,,Unassigned,Open,"Walk-in, complex family matter, referred elsewhere?"
1407,Jia Hao Lee,S7492689Z,1973-06-13,Blk 102 Bishan St 12 #15-148,84307299,jia.lee@example.com,Student,2600,Walk-in,Tenancy,Open,Landlord withholding deposit. Verbal tenancy only.
1408,Jia Hao Lee,S7516475F,1965-12-17,Blk 324 Ang Mo Kio Ave 3 #16-282,81277873,jia.lee@example.com,Unemployed,about 2k,Walk-in,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1409,Yong Sheng Chua,S5550063Z,1-Mar-95,Blk 91 Bishan St 12 #16-044,86177843,yong.chua@example.com,Retired,"$3,200",,Tenancy,Closed,"Eviction notice, 1 week given. Family with young children."
1410,Farah Karim,S2303256E,8-Feb-03,Blk 177 Dover Rd #09-259,81731370,farah.karim@example.com,Self-employed,n/a,Walk-in,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1411,Marcus DCruz,S3800574I,4/7/1957,Blk 371 Tampines St 41 #10-180,86407065,marcus.dcruz@example.com,Retired,"$3,200",Friend,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1412,Xin Yi Yeo,S4374847B,1966-05-06,Blk 548 Commonwealth Dr #02-239,81227007,xin.yeo@example.com,Self-employed,2200,Friend,Wills and probate,Closed,"Executor of aunt's estate, unsure of duties."
1413,Jia Hao Lee,S8533553F,,Blk 503 Woodlands Dr 50 #19-235,82332460,jia.lee@example.com,Unemployed,2200,Community centre,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1414,Aisyah Yusof,T8106851B,1974-10-12,Blk 471 Woodlands Dr 50 #18-061,85785529,aisyah.yusof@example.com,Unemployed,,,Unassigned,Closed,"Immigration question - out of scope, note for records."
1415,Bernard Tham,T5715090I,1974-02-13,Blk 241 Tampines St 41 #06-148,88549505,bernard.tham@example.com,Retired,2600,Facebook,Consumer debt,Closed,"Credit card debt, harassment calls to workplace."
1416,Xin Yi Yeo,S2247481E,18/6/1993,Blk 392 Telok Blangah Cres #20-211,86048239,xin.yeo@example.com,Employed,0,Friend,Tenancy,Closed,"Rental arrears dispute, landlord changed the lock."
1417,Ravi Das,T5673910D,1990-10-22,Blk 78 Ang Mo Kio Ave 3 #16-183,84064192,ravi.das@example.com,Employed,0,,Small claims,Closed,"Car workshop overcharged, poor repair."
1418,Danial Latiff,S3341741Z,5/3/1967,Blk 385 Toa Payoh Lor 1 #06-119,89601609,danial.latiff@example.com,Part-time,2600,Friend,Employment,Closed,"Injured at work, no MC paid. Small firm, no HR."
1419,Jia Hao Lee,T0930913E,,Blk 171 Dover Rd #14-227,89619503,jia.lee@example.com,Part-time,3200,Family Service Centre,Employment,Open,Claims constructive dismissal. Wants to know options.
1420,Bernard Tham,S2055071Z,1987-09-17,Blk 317 Tampines St 41 #20-012,87288350,bernard.tham@example.com,Part-time,,Google,Unassigned,Closed,"Immigration question - out of scope, note for records."
1421,Aisyah Yusof,T7924514C,1990-04-27,Blk 384 Woodlands Dr 50 #03-052,86412300,aisyah.yusof@example.com,Retired,1800,Friend,Neighbour disputes,Open,"Smoking at corridor, children asthmatic."
1422,Nurul Ibrahim,S8316338I,,Blk 573 Bishan St 12 #06-155,89437069,nurul.ibrahim@example.com,Self-employed,"$2,500",Walk-in,Neighbour disputes,Closed,"Smoking at corridor, children asthmatic."
1423,Chin Hock Teo,S6215943J,1987-12-17,Blk 90 Telok Blangah Cres #09-198,83975404,chin.teo@example.com,Unemployed,2600,MP meet-the-people,Unassigned,Open,"Immigration question - out of scope, note for records."
1424,Iskandar Salleh,S8815325H,18/2/1964,Blk 344 Commonwealth Dr #02-267,84742941,iskandar.salleh@example.com,Employed,1500,Previous client,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1425,Chin Hock Teo,T9491555H,22/11/1989,Blk 677 Bishan St 12 #12-114,85542158,chin.teo@example.com,Unemployed,~3000,Community centre,Consumer debt,Closed,"Bought faulty phone, shop refuses refund."
1426,Anand Rajan,S8086290I,1971-10-25,Blk 471 Commonwealth Dr #16-074,81788452,anand.rajan@example.com,Student,about 2k,Community centre,Tenancy,Closed,"Rental arrears dispute, landlord changed the lock."
1427,Aishah Rahman,T2720604D,1982-04-20,Blk 324 Bishan St 12 #04-190,81097631,aishah.rahman@example.com,Retired,n/a,Previous client,Small claims,Closed,"Deposit for wedding photography, vendor closed down."
1428,Pei Shan Sim,S0720983F,,Blk 428 Ang Mo Kio Ave 3 #13-271,82491914,pei.sim@example.com,Self-employed,3000,,Small claims,Closed,"Deposit for wedding photography, vendor closed down."
1429,Priya Nair,S4482434I,,Blk 337 Toa Payoh Lor 1 #05-125,88362251,priya.nair@example.com,Unemployed,1800,Previous client,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1430,Meena Subramaniam,T6772294G,,Blk 296 Commonwealth Dr #12-084,83115600,meena.subramaniam@example.com,Unemployed,,,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1431,Suresh Kumar,S7824337Z,7/5/1995,Blk 133 Jurong West St 52 #16-201,88170614,suresh.kumar@example.com,Retired,2600,,Consumer debt,Closed,"Bought faulty phone, shop refuses refund."
1432,Danial Latiff,S9657018G,,Blk 523 Woodlands Dr 50 #15-027,89791978,danial.latiff@example.com,Retired,"$1,800",Facebook,Tenancy,Closed,"Rental arrears dispute, landlord changed the lock."
1433,Jia Hao Lee,T9239801I,1958-07-19,Blk 560 Bishan St 12 #10-093,89844795,jia.lee@example.com,Unemployed,,Previous client,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1434,Chin Hock Teo,S2470973D,18-Aug-77,Blk 245 Hougang Ave 8 #09-101,89115883,chin.teo@example.com,Retired,2600,Google,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1435,Vijay Iyer,S4148270D,,Blk 468 Telok Blangah Cres #03-018,89042297,vijay.iyer@example.com,Part-time,4200,Community centre,Consumer debt,Closed,"Credit card debt, harassment calls to workplace."
1436,Aishah Rahman,S0450581A,1984-07-02,Blk 28 Telok Blangah Cres #10-297,82943177,aishah.rahman@example.com,Retired,4200,Family Service Centre,Wills and probate,Open,"Small estate, bank refuses to release without grant."
1437,Mei Ling Goh,T9700446J,27-May-93,Blk 43 Telok Blangah Cres #04-095,81745007,mei.goh@example.com,Part-time,1500,Google,Consumer debt,Open,"Credit card debt, harassment calls to workplace."
1438,Hui Ling Lim,S1172202C,1972-05-26,Blk 576 Tampines St 41 #10-061,82152925,hui.lim@example.com,Unemployed,1500,Google,Consumer debt,Open,"Guarantor for a friend's loan, friend defaulted."
1439,Vijay Iyer,S6355620Z,1987-03-24,Blk 427 Hougang Ave 8 #06-075,83542759,vijay.iyer@example.com,Student,n/a,Previous client,Employment,Closed,Salary unpaid for two months. Employer not responding.
1440,Pei Shan Sim,S7064356D,1956-01-03,Blk 80 Woodlands Dr 50 #16-057,86456706,pei.sim@example.com,Employed,,Community centre,Unassigned,Open,"Walk-in, complex family matter, referred elsewhere?"
1441,Aisyah Yusof,T1636755H,,Blk 335 Commonwealth Dr #05-070,82810937,aisyah.yusof@example.com,Unemployed,,Walk-in,Consumer debt,Closed,"Bought faulty phone, shop refuses refund."
1442,Vijay Iyer,T0480319J,1985-01-08,Blk 386 Yishun Ring Rd #02-136,84074883,vijay.iyer@example.com,Retired,2200,Friend,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1443,Mei Ling Goh,T2010899J,1962-05-23,Blk 422 Woodlands Dr 50 #07-017,86139285,mei.goh@example.com,Retired,2200,Friend,Consumer debt,Closed,"Guarantor for a friend's loan, friend defaulted."
1444,Shu Fen Ng,T8943640J,27/7/1986,Blk 467 Tampines St 41 #05-203,87809106,shu.ng@example.com,Unemployed,0,Walk-in,Consumer debt,Open,"Loan from licensed moneylender, disputes amount owed."
1445,Aishah Rahman,S1727142J,1963-02-21,Blk 19 Woodlands Dr 50 #09-161,86830890,aishah.rahman@example.com,Employed,"$1,800",,Small claims,Closed,"Online purchase never delivered, seller unreachable."
1446,Faizal Osman,T7916344Z,1960-07-03,Blk 70 Telok Blangah Cres #12-088,86120829,faizal.osman@example.com,Self-employed,1800,,Tenancy,Closed,"Eviction notice, 1 week given. Family with young children."
1447,Faizal Osman,S1823385D,1966-04-02,Blk 180 Commonwealth Dr #20-170,83714534,faizal.osman@example.com,Unemployed,unknown,Friend,Tenancy,Closed,"Aircon and water heater broken 3 months, landlord ignores."
1448,Wei Ming Tan,T1980734B,1/11/1999,Blk 576 Toa Payoh Lor 1 #06-254,87998604,wei.tan@example.com,Unemployed,3800,Community centre,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1449,Li Ying Ong,T0339821G,15-Feb-81,Blk 652 Dover Rd #18-011,82932086,li.ong@example.com,Unemployed,"$1,800",Walk-in,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1450,Marcus DCruz,S5644730I,1957-01-05,Blk 351 Dover Rd #19-124,87129452,marcus.dcruz@example.com,Employed,0,Community centre,Tenancy,Closed,"Aircon and water heater broken 3 months, landlord ignores."
1451,Aishah Rahman,S5587121J,,Blk 128 Commonwealth Dr #06-197,84500215,aishah.rahman@example.com,Student,~3000,,Wills and probate,Closed,"Small estate, bank refuses to release without grant."
1452,Kok Wai Wong,S9435272I,1958-07-26,Blk 259 Clementi Ave 4 #03-232,86495164,kok.wong@example.com,Unemployed,"$3,200",Family Service Centre,Unassigned,Open,Not sure we can help - flag for manager.
1453,Kavitha Menon,S6581012H,4/3/1957,Blk 142 Jurong West St 52 #19-231,82040151,kavitha.menon@example.com,Part-time,0,,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1454,Hui Ling Lim,S3967692H,1959-06-10,Blk 302 Toa Payoh Lor 1 #03-183,87077741,hui.lim@example.com,Self-employed,~3000,MP meet-the-people,Tenancy,Closed,"Eviction notice, 1 week given. Family with young children."
1455,Danial Latiff,S7356520E,28-Feb-00,Blk 37 Commonwealth Dr #03-009,86042539,danial.latiff@example.com,Part-time,n/a,Friend,Consumer debt,Open,"Bought faulty phone, shop refuses refund."
1456,Anand Rajan,S1765725J,2-Sep-94,Blk 37 Ang Mo Kio Ave 3 #02-185,86221159,anand.rajan@example.com,Unemployed,1500,Community centre,Employment,Open,"Injured at work, no MC paid. Small firm, no HR."
1457,Mei Ling Goh,T0159682I,1996-11-27,Blk 576 Dover Rd #04-214,88874832,mei.goh@example.com,Part-time,2600,Friend,Wills and probate,Open,Needs LPA for elderly mother with dementia.
1458,Iskandar Salleh,S4446486Z,1997-10-27,Blk 675 Toa Payoh Lor 1 #20-239,88106255,iskandar.salleh@example.com,Student,,Previous client,Consumer debt,Open,"Loan from licensed moneylender, disputes amount owed."
1459,Faizal Osman,S2766742I,1963-04-04,Blk 72 Jurong West St 52 #20-217,87118798,faizal.osman@example.com,Retired,"$1,800",Community centre,Consumer debt,Closed,"Credit card debt, harassment calls to workplace."
1460,Pei Shan Sim,S2250989B,1977-09-21,Blk 15 Bishan St 12 #08-236,81611627,pei.sim@example.com,Employed,"$1,800",Community centre,Neighbour disputes,Open,"Noise from upstairs unit, nightly, HDB."
1461,Chin Hock Teo,S7734560J,8-Mar-79,Blk 238 Tampines St 41 #20-203,83689269,chin.teo@example.com,Retired,3200,Family Service Centre,Employment,Open,"Unpaid overtime, foreign worker, worried about pass status."
1462,Siti Hassan,S8101289A,1983-06-25,Blk 268 Clementi Ave 4 #10-179,87466665,siti.hassan@example.com,Self-employed,3000,Previous client,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1463,Meena Subramaniam,S9373756I,8/3/1959,Blk 639 Dover Rd #09-102,85115089,meena.subramaniam@example.com,Unemployed,"$3,200",Facebook,Tenancy,Open,"Eviction notice, 1 week given. Family with young children."
1464,Priya Nair,T4229416J,1993-06-17,Blk 474 Ang Mo Kio Ave 3 #08-131,84153659,priya.nair@example.com,Student,0,Family Service Centre,Employment,Open,"Injured at work, no MC paid. Small firm, no HR."
1465,Faizal Osman,T9370899E,1989-01-10,Blk 434 Telok Blangah Cres #18-228,87415149,faizal.osman@example.com,Part-time,3800,Google,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1466,Danial Latiff,T0774172I,1963-03-20,Blk 576 Jurong West St 52 #11-068,87754429,danial.latiff@example.com,Student,0,,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1467,Li Ying Ong,T0566003I,,Blk 83 Jurong West St 52 #20-027,89559771,li.ong@example.com,Unemployed,4200,,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1468,Deepa Pillai,S2411234J,1986-11-11,Blk 403 Bishan St 12 #20-167,83920725,deepa.pillai@example.com,Student,1500,Friend,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1469,Marcus DCruz,T5261424H,25/6/1984,Blk 686 Tampines St 41 #10-050,87627924,marcus.dcruz@example.com,Unemployed,,Google,Tenancy,Open,"Eviction notice, 1 week given. Family with young children."
1470,Chin Hock Teo,T9644552E,3-Nov-75,Blk 646 Hougang Ave 8 #02-193,84359494,chin.teo@example.com,Student,1800,MP meet-the-people,Consumer debt,Open,"Renovation contractor took deposit, work not done."
1471,Elaine Pereira,S2200894J,1-Feb-98,Blk 566 Yishun Ring Rd #14-044,87798782,elaine.pereira@example.com,Part-time,about 2k,MP meet-the-people,Small claims,Closed,"Online purchase never delivered, seller unreachable."
1472,Nurul Ibrahim,T4131702I,1976-07-14,Blk 355 Dover Rd #03-200,85399256,nurul.ibrahim@example.com,Student,0,Google,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1473,Faizal Osman,S3475890B,1985-02-09,Blk 219 Bedok Nth Rd #05-063,83566315,faizal.osman@example.com,Unemployed,,Walk-in,Consumer debt,Open,"Bought faulty phone, shop refuses refund."
1474,Aishah Rahman,T9623925H,12/7/1969,Blk 35 Yishun Ring Rd #09-260,89350577,aishah.rahman@example.com,Retired,1500,MP meet-the-people,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1475,Pei Shan Sim,T5105254E,1979-08-14,Blk 180 Jurong West St 52 #07-288,85069683,pei.sim@example.com,Employed,,Walk-in,Consumer debt,Open,"Guarantor for a friend's loan, friend defaulted."
1476,Chin Hock Teo,T7920300C,1962-11-01,Blk 453 Clementi Ave 4 #12-112,85542787,chin.teo@example.com,Unemployed,,Friend,Tenancy,Closed,"Aircon and water heater broken 3 months, landlord ignores."
1477,Yong Sheng Chua,S9460641D,8-Jan-67,Blk 251 Clementi Ave 4 #18-065,84866657,yong.chua@example.com,Part-time,"$3,200",,Employment,Open,Salary unpaid for two months. Employer not responding.
1478,Li Ying Ong,T7899515B,10/9/1967,Blk 262 Toa Payoh Lor 1 #14-167,88475502,li.ong@example.com,Student,,Previous client,Employment,Closed,"Injured at work, no MC paid. Small firm, no HR."
1479,Suresh Kumar,S8263058E,1988-04-22,Blk 499 Clementi Ave 4 #14-228,85620893,suresh.kumar@example.com,Part-time,unknown,Walk-in,Employment,Closed,Salary unpaid for two months. Employer not responding.
1480,Vijay Iyer,S8793875G,1986-05-03,Blk 508 Toa Payoh Lor 1 #12-072,89684295,vijay.iyer@example.com,Student,about 2k,Facebook,Employment,Closed,Claims constructive dismissal. Wants to know options.
1481,Faizal Osman,S6080537I,1983-10-17,Blk 302 Woodlands Dr 50 #14-179,84591580,faizal.osman@example.com,Unemployed,,,Neighbour disputes,Closed,"Smoking at corridor, children asthmatic."
1482,Wei Ming Tan,S9881891D,1959-01-08,Blk 172 Yishun Ring Rd #07-070,81835495,wei.tan@example.com,Part-time,1500,,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1483,Mei Ling Goh,T1322573I,25/3/1980,Blk 557 Jurong West St 52 #03-267,85010631,mei.goh@example.com,Student,0,Google,Neighbour disputes,Open,"Smoking at corridor, children asthmatic."
1484,Kok Wai Wong,S6054463B,27-Nov-98,Blk 417 Yishun Ring Rd #02-181,86476340,kok.wong@example.com,Unemployed,n/a,,Neighbour disputes,Closed,"Shared corridor blocked with items, fire hazard."
1485,Marcus DCruz,T8745215C,10/1/1999,Blk 288 Woodlands Dr 50 #05-299,89379423,marcus.dcruz@example.com,Employed,~3000,Friend,Wills and probate,Open,"Father passed, no will, HDB flat, siblings disagree."
1486,Kok Wai Wong,T0655542A,,Blk 527 Dover Rd #08-150,87450762,kok.wong@example.com,Retired,3200,,Neighbour disputes,Open,Dispute over shared wall renovation.
1487,Hui Ling Lim,T2696464D,2001-10-13,Blk 649 Toa Payoh Lor 1 #14-173,81565019,hui.lim@example.com,Unemployed,"$1,800",Family Service Centre,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1488,Hui Ling Lim,T9398676B,27/9/1963,Blk 20 Woodlands Dr 50 #19-047,84294345,hui.lim@example.com,Student,2200,,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1489,Zhi Hao Koh,S1940568B,13/3/2003,Blk 534 Dover Rd #19-190,89529760,zhi.koh@example.com,Employed,"$2,500",Previous client,Tenancy,Closed,"Eviction notice, 1 week given. Family with young children."
1490,Aisyah Yusof,S9064646J,3/6/2001,Blk 87 Bishan St 12 #19-294,81626286,aisyah.yusof@example.com,Employed,3200,MP meet-the-people,Employment,Closed,Salary unpaid for two months. Employer not responding.
1491,Priya Nair,S8664115E,2003-10-27,Blk 349 Commonwealth Dr #07-128,89086313,priya.nair@example.com,Self-employed,1500,Previous client,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1492,Hui Ling Lim,S6062014A,15/1/1962,Blk 255 Tampines St 41 #13-276,81624596,hui.lim@example.com,Student,3800,Family Service Centre,Neighbour disputes,Open,Dispute over shared wall renovation.
1493,Pei Shan Sim,S4541928Z,1992-01-12,Blk 265 Woodlands Dr 50 #13-147,88003126,pei.sim@example.com,Part-time,4200,MP meet-the-people,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1494,Faizal Osman,S0074991C,1967-05-11,Blk 74 Telok Blangah Cres #19-115,84587163,faizal.osman@example.com,Student,3000,Previous client,Small claims,Closed,"Deposit for wedding photography, vendor closed down."
1495,Anand Rajan,T7884043F,1997-12-08,Blk 644 Tampines St 41 #09-122,85830456,anand.rajan@example.com,Retired,2200,,Employment,Closed,Salary unpaid for two months. Employer not responding.
1496,Danial Latiff,T7223240H,7/8/1970,Blk 40 Toa Payoh Lor 1 #09-075,87829765,danial.latiff@example.com,Retired,"$1,800",Previous client,Tenancy,Closed,"Rental arrears dispute, landlord changed the lock."
1497,Shu Fen Ng,T6136533H,21/11/1990,Blk 389 Ang Mo Kio Ave 3 #14-201,87148218,shu.ng@example.com,Unemployed,2600,MP meet-the-people,Employment,Open,"Unpaid overtime, foreign worker, worried about pass status."
1498,Jia Hao Lee,S0511808I,23/5/1998,Blk 452 Hougang Ave 8 #12-058,84151831,jia.lee@example.com,Unemployed,0,Walk-in,Small claims,Closed,"Deposit for wedding photography, vendor closed down."
1499,Yong Sheng Chua,S0871190A,1974-02-01,Blk 232 Toa Payoh Lor 1 #04-113,85799519,yong.chua@example.com,Unemployed,3800,,Employment,Open,"Unpaid overtime, foreign worker, worried about pass status."
1500,Xin Yi Yeo,S4214890B,19-Apr-75,Blk 665 Tampines St 41 #06-287,84885718,xin.yeo@example.com,Part-time,3000,MP meet-the-people,Small claims,Closed,"Car workshop overcharged, poor repair."
1501,Suresh Kumar,S7982099E,,Blk 189 Woodlands Dr 50 #15-277,84028119,suresh.kumar@example.com,Student,"$3,200",,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1502,Bernard Tham,T3152571A,1988-05-10,Blk 201 Telok Blangah Cres #17-219,84915518,bernard.tham@example.com,Employed,about 2k,,Tenancy,Closed,"Sub-tenant, main tenant vanished, agent demanding rent."
1503,Anand Rajan,T9950976A,,Blk 93 Clementi Ave 4 #08-285,88747547,anand.rajan@example.com,Employed,,Community centre,Wills and probate,Closed,"Executor of aunt's estate, unsure of duties."
1504,Siti Hassan,S7027102I,13-Oct-02,Blk 574 Commonwealth Dr #13-290,84399700,siti.hassan@example.com,Part-time,3000,,Employment,Closed,Claims constructive dismissal. Wants to know options.
1505,Anand Rajan,S8281134H,15-Feb-95,Blk 150 Woodlands Dr 50 #20-287,85025413,anand.rajan@example.com,Unemployed,1500,,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1506,Wei Ming Tan,S6555251B,2-Mar-56,Blk 37 Yishun Ring Rd #15-226,86251740,wei.tan@example.com,Part-time,1500,Previous client,Tenancy,Open,"Sub-tenant, main tenant vanished, agent demanding rent."
1507,Siti Hassan,S2296754B,1-Jun-58,Blk 217 Dover Rd #20-113,89650675,siti.hassan@example.com,Unemployed,,MP meet-the-people,Unassigned,Closed,"Walk-in, complex family matter, referred elsewhere?"
1508,Shu Fen Ng,T3343553H,2003-05-26,Blk 398 Woodlands Dr 50 #19-242,86784784,shu.ng@example.com,Unemployed,2200,Community centre,Small claims,Open,"Deposit for wedding photography, vendor closed down."
1509,Hui Ling Lim,S7241984J,13-Jun-79,Blk 453 Yishun Ring Rd #07-255,82762660,hui.lim@example.com,Self-employed,2600,,Consumer debt,Closed,"Loan from licensed moneylender, disputes amount owed."
1510,Farah Karim,S5936356D,28/11/1977,Blk 290 Commonwealth Dr #11-006,87458764,farah.karim@example.com,Part-time,,,Neighbour disputes,Closed,Dispute over shared wall renovation.
1511,Nurul Ibrahim,S3405209D,1996-09-07,Blk 601 Ang Mo Kio Ave 3 #09-233,88125497,nurul.ibrahim@example.com,Retired,2600,,Wills and probate,Closed,"Executor of aunt's estate, unsure of duties."
1512,Li Ying Ong,S9837485B,1987-04-09,Blk 83 Woodlands Dr 50 #09-189,81062864,li.ong@example.com,Part-time,2600,Friend,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1513,Priya Nair,T2585884A,1957-12-10,Blk 531 Clementi Ave 4 #20-191,88006184,priya.nair@example.com,Student,"$2,500",Family Service Centre,Tenancy,Open,"Aircon and water heater broken 3 months, landlord ignores."
1514,Wei Ming Tan,T7639595C,14/3/2000,Blk 72 Dover Rd #14-285,87738271,wei.tan@example.com,Employed,~3000,MP meet-the-people,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1515,Aishah Rahman,T7698815D,1/11/1980,Blk 81 Hougang Ave 8 #05-172,87770773,aishah.rahman@example.com,Unemployed,4200,,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1516,Xin Yi Yeo,T9279295I,12/1/1975,Blk 334 Yishun Ring Rd #16-064,83503686,xin.yeo@example.com,Retired,2200,,Tenancy,Closed,Landlord withholding deposit. Verbal tenancy only.
1517,Kok Wai Wong,T5268311I,27-Jun-63,Blk 664 Hougang Ave 8 #06-050,83672385,kok.wong@example.com,Student,1500,Facebook,Consumer debt,Open,"Guarantor for a friend's loan, friend defaulted."
1518,Priya Nair,S8982568E,1984-11-20,Blk 531 Ang Mo Kio Ave 3 #17-088,87679584,priya.nair@example.com,Retired,unknown,Facebook,Small claims,Closed,"Car workshop overcharged, poor repair."
1519,Elaine Pereira,S0963626D,1973-08-23,Blk 33 Toa Payoh Lor 1 #06-042,84543834,elaine.pereira@example.com,Employed,~3000,Family Service Centre,Employment,Open,"Unpaid overtime, foreign worker, worried about pass status."
1520,Danial Latiff,S2502938G,,Blk 640 Ang Mo Kio Ave 3 #06-050,86637417,danial.latiff@example.com,Part-time,about 2k,Family Service Centre,Consumer debt,Closed,"Guarantor for a friend's loan, friend defaulted."
1521,Kok Wai Wong,T3631544C,23-Nov-63,Blk 513 Hougang Ave 8 #02-248,81964836,kok.wong@example.com,Student,2600,Family Service Centre,Employment,Closed,"Injured at work, no MC paid. Small firm, no HR."
1522,Shu Fen Ng,S2122699J,,Blk 569 Hougang Ave 8 #11-052,84221009,shu.ng@example.com,Part-time,0,Previous client,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1523,Mei Ling Goh,S5153951B,3/9/1958,Blk 418 Ang Mo Kio Ave 3 #13-145,84000805,mei.goh@example.com,Student,unknown,Previous client,Consumer debt,Closed,"Renovation contractor took deposit, work not done."
1524,Pei Shan Sim,T6094747F,5/12/1957,Blk 692 Bishan St 12 #06-123,85094686,pei.sim@example.com,Employed,,MP meet-the-people,Unassigned,Closed,"Immigration question - out of scope, note for records."
1525,Aishah Rahman,T6410232E,1984-06-21,Blk 334 Ang Mo Kio Ave 3 #19-194,85729241,aishah.rahman@example.com,Retired,2600,Community centre,Consumer debt,Closed,"Credit card debt, harassment calls to workplace."
1526,Kavitha Menon,S8551451E,10-Oct-60,Blk 44 Jurong West St 52 #08-105,85988989,kavitha.menon@example.com,Self-employed,n/a,Previous client,Neighbour disputes,Closed,"Noise from upstairs unit, nightly, HDB."
1527,Zhi Hao Koh,T8910802C,27/4/1958,Blk 29 Bedok Nth Rd #04-162,88422543,zhi.koh@example.com,Employed,2600,Family Service Centre,Wills and probate,Closed,"Father passed, no will, HDB flat, siblings disagree."
1528,Li Ying Ong,S1474285C,,Blk 347 Tampines St 41 #02-061,85200530,li.ong@example.com,Part-time,3000,,Employment,Closed,Salary unpaid for two months. Employer not responding.
1529,Siti Hassan,S1250344G,,Blk 186 Yishun Ring Rd #02-185,81922151,siti.hassan@example.com,Retired,"$2,500",MP meet-the-people,Wills and probate,Open,"Father passed, no will, HDB flat, siblings disagree."
1530,Li Ying Ong,S3221216B,4/9/1998,Blk 472 Hougang Ave 8 #16-267,87686873,li.ong@example.com,Unemployed,,Previous client,Unassigned,Closed,Not sure we can help - flag for manager.
1531,Anand Rajan,T5468089D,9-Jun-66,Blk 185 Toa Payoh Lor 1 #11-135,88532376,anand.rajan@example.com,Retired,2200,Google,Employment,Open,"Unpaid overtime, foreign worker, worried about pass status."
1532,Aishah Rahman,T9904597J,1994-06-10,Blk 229 Ang Mo Kio Ave 3 #18-151,81734755,aishah.rahman@example.com,Retired,n/a,Family Service Centre,Unassigned,Closed,Not sure we can help - flag for manager.
1533,Jia Hao Lee,T2518871E,11-Jul-78,Blk 554 Dover Rd #12-075,85213136,jia.lee@example.com,Employed,0,Previous client,Consumer debt,Open,"Renovation contractor took deposit, work not done."
1534,Josephine Fernandez,T6097238C,19/11/1992,Blk 544 Tampines St 41 #05-105,83832589,josephine.fernandez@example.com,Unemployed,"$3,200",Facebook,Consumer debt,Open,"Renovation contractor took deposit, work not done."
1535,Kok Wai Wong,T7750899D,1959-11-27,Blk 614 Ang Mo Kio Ave 3 #08-017,82023429,kok.wong@example.com,Part-time,4200,Friend,Employment,Closed,"Unpaid overtime, foreign worker, worried about pass status."
1536,Siti Hassan,S3633332J,1992-03-24,Blk 147 Clementi Ave 4 #15-290,85913626,siti.hassan@example.com,Part-time,"$1,800",,Employment,Closed,Salary unpaid for two months. Employer not responding.
